source,target,classification
NT5C3B,ANO10,explained_3hop_only
NR2C1,CFAP97,explained_3hop_only
VWF,CHCHD5,explained_3hop_only
COG2,TTYH3,explained_3hop_only
TNFRSF14,CHURC1,explained_3hop_only
TMUB1,CLPTM1,explained_3hop_only
SMARCD2,GTF2I,explained_3hop_only
MTPAP,MT-ND2,explained_3hop_only
MT1E,EIF3L,explained_3hop_only
CEP41,IFT52,explained_3hop_only
POGZ,UBE2L3,explained_3hop_only
YLPM1,TMBIM6,explained_3hop_only
MRPL3,ANO6,explained_3hop_only
ZSCAN29,RAB11B,explained_3hop_only
HHAT,LRRC8B,explained_3hop_only
ZNF581,GBE1,explained_3hop_only
CEP41,EML2,explained_3hop_only
VPS45,ARHGAP21,explained_3hop_only
RNFT1,ATP1B1,explained_3hop_only
RAP1A,RPS17,explained_3hop_only
UQCRC1,BCAP31,explained_3hop_only
NUFIP2,MT-ND3,explained_3hop_only
PHLDA3,LAPTM4A,explained_3hop_only
TMEM167B,PLS3,explained_3hop_only
ACSS2,PRKCSH,explained_3hop_only
PVT1,RPL35,explained_3hop_only
PHLDA3,SLC25A3,explained_3hop_only
THADA,RAB13,explained_3hop_only
VPS45,UBA2,explained_3hop_only
ATP6V0E2,CFL1,explained_3hop_only
MT1F,WDR82,explained_3hop_only
DHTKD1,TP53I11,explained_3hop_only
MT1F,SPTLC2,explained_3hop_only
CCRL2,CNN3,explained_3hop_only
ZNF764,LINC00662,explained_3hop_only
MGA,VDAC2,explained_3hop_only
SNX13,RPS29,explained_3hop_only
RBFOX2,SNRPG,explained_3hop_only
POLG2,SMIM26,explained_3hop_only
FYCO1,PDCD6IP,explained_3hop_only
NUCB1,R3HDM1,explained_3hop_only
ENSA,GNG5,explained_3hop_only
AP1G1,P3H1,explained_3hop_only
SPRED3,SUCLG2,explained_3hop_only
SNX13,RPL38,explained_3hop_only
LMAN1,SKI,explained_3hop_only
ITGA1,ZCRB1,explained_3hop_only
NME6,LETM1,explained_3hop_only
AGPAT1,COL18A1,explained_3hop_only
SMARCD2,ARL5A,explained_3hop_only
TRIB1,GDI2,explained_3hop_only
NME6,UQCRH,explained_3hop_only
AGAP2,DPY30,explained_3hop_only
HEATR5B,NDUFS2,explained_3hop_only
AGTRAP,COA6,explained_3hop_only
KCTD9,HNRNPDL,explained_3hop_only
RAP1GDS1,DNAJC15,explained_3hop_only
GSTM4,TMEM147,explained_3hop_only
PSMD5,FAM3C,explained_3hop_only
KPNA2,PSMB2,explained_3hop_only
ARHGAP26,FAM98B,explained_3hop_only
SIX2,ARL6IP4,explained_3hop_only
SMIM13,H2AFZ,explained_3hop_only
TMEM115,PLEKHA1,explained_3hop_only
NUDT3,ACTN4,explained_3hop_only
MRPL3,MT-CO2,explained_3hop_only
MEGF9,SETD3,explained_3hop_only
HECW1,NFX1,explained_3hop_only
ACTG1,MED11,explained_3hop_only
GSTM2,RPS9,explained_3hop_only
ECM1,METTL26,explained_3hop_only
DOCK9,PAPOLA,explained_3hop_only
COLGALT1,FNBP1L,explained_3hop_only
ADAMTS10,NOP14,explained_3hop_only
HAPLN3,NARS,explained_3hop_only
VPS11,RNF213,explained_3hop_only
NME6,PSMA7,explained_3hop_only
RPL7L1,PLPBP,explained_3hop_only
ACCS,FAAP20,explained_3hop_only
MIER3,CHMP4B,explained_3hop_only
VAMP8,NRBP1,explained_3hop_only
MICALL2,RASSF8,explained_3hop_only
MANEA,CYTL1,explained_3hop_only
RNF146,AP3S1,explained_3hop_only
ITGB4,ZNRD1,explained_3hop_only
GSTM2,HDLBP,explained_3hop_only
RNF146,CMTM7,explained_3hop_only
FYCO1,HPRT1,explained_3hop_only
COLGALT1,GNG11,explained_3hop_only
NUDT1,USP33,explained_3hop_only
SMARCD2,MAZ,explained_3hop_only
DNALI1,NCBP2,explained_3hop_only
GCOM1,MCAM,explained_3hop_only
NUDT18,MTX2,explained_3hop_only
TMEM9,ZSWIM6,explained_3hop_only
PA2G4,FIS1,explained_3hop_only
CNPY3,NAMPT,explained_3hop_only
ATP6V0E2,UBE4A,explained_3hop_only
ACOT8,GNL3L,explained_3hop_only
RASIP1,TXNRD2,explained_3hop_only
SEC61A2,RALY,explained_3hop_only
PRR14,CSNK1G2,explained_3hop_only
NEAT1,EIF5B,explained_3hop_only
NME6,ANXA5,explained_3hop_only
ZNF296,E2F7,explained_3hop_only
SVIL,RNASEH1,explained_3hop_only
TRPC4AP,UGP2,explained_3hop_only
NT5C3B,DBNDD2,explained_3hop_only
NUB1,ARF4,explained_3hop_only
POLR2M,BOD1,explained_3hop_only
SNAPC5,MYDGF,explained_3hop_only
KDELR2,THBD,explained_3hop_only
BOLA1,CPD,explained_3hop_only
CNPY3,ATP1B3,explained_3hop_only
AGTRAP,COX7B,explained_3hop_only
ABHD16A,FADS1,explained_3hop_only
CEP41,RXYLT1,explained_3hop_only
IFI30,PJA2,explained_3hop_only
ABHD16A,CDC34,explained_3hop_only
HAPLN3,PRCP,explained_3hop_only
TRIM47,EIF4G3,explained_3hop_only
LMAN1,NSMCE1,explained_3hop_only
FGD6,SCARB1,explained_3hop_only
RAP1GDS1,HGSNAT,explained_3hop_only
CLIC1,UBE2R2,explained_3hop_only
ATP6V0E2,RPL18A,explained_3hop_only
SETD3,MARCH2,explained_3hop_only
ABCG4,ARPC5L,explained_3hop_only
MAP1LC3B2,RPL18,explained_3hop_only
GSTM2,TM2D1,explained_3hop_only
SVIL,NDUFB5,explained_3hop_only
TRAF3IP2,CDC123,explained_3hop_only
ABHD16A,MRPS15,explained_3hop_only
NUDT18,COA1,explained_3hop_only
SMARCD2,POLR2L,explained_3hop_only
INPP5D,TDG,explained_3hop_only
GCOM1,CISD2,explained_3hop_only
GCOM1,TMEM120A,explained_3hop_only
HSPA13,STRBP,explained_3hop_only
PSMD5,AKAP9,explained_3hop_only
HEATR5B,AP3B1,explained_3hop_only
RNFT1,RPL23A,explained_3hop_only
IST1,MBNL1,explained_3hop_only
TRAPPC6A,CBX1,explained_3hop_only
UGGT1,MYOF,explained_3hop_only
LPIN3,NDUFA7,explained_3hop_only
SLC2A11,PMPCB,explained_3hop_only
CCDC36,ADAM15,explained_3hop_only
NCOA5,RPL41,explained_3hop_only
ARL4A,NELFCD,explained_3hop_only
MAST3,BBIP1,explained_3hop_only
SLC46A3,SPG7,explained_3hop_only
COASY,SLC35B1,explained_3hop_only
EMP2,MRFAP1,explained_3hop_only
MRPL3,ANAPC5,explained_3hop_only
RNF146,PTPRF,explained_3hop_only
SH3RF1,FRMD4B,explained_3hop_only
IFI27L2,HIBADH,explained_3hop_only
ZNF764,SOBP,explained_3hop_only
DYNC2LI1,SNRPF,explained_3hop_only
TMEM9,KBTBD7,explained_3hop_only
NUDT18,RPL9,explained_3hop_only
MT1F,CTNNB1,explained_3hop_only
NEAT1,NAA10,explained_3hop_only
IRF1,JPX,explained_3hop_only
NUDT3,IFI16,explained_3hop_only
HAPLN3,SLC25A5,explained_3hop_only
CCRL2,TSPAN14,explained_3hop_only
AMT,N4BP2L2,explained_3hop_only
GSTO1,TOR1AIP2,explained_3hop_only
DDX60L,TTF2,explained_3hop_only
AAGAB,TM6SF1,explained_3hop_only
DHTKD1,FRA10AC1,explained_3hop_only
QRICH2,MDH1,explained_3hop_only
CNPY3,TJP1,explained_3hop_only
ARG2,LEO1,explained_3hop_only
DHCR24,TPPP3,explained_3hop_only
YLPM1,ARHGAP6,explained_3hop_only
CCRL2,CTCF,explained_3hop_only
LTN1,GLCE,explained_3hop_only
ARG2,GRPEL1,explained_3hop_only
HEATR5B,RRAS2,explained_3hop_only
COLGALT1,CFAP36,explained_3hop_only
SMIM13,C1orf122,explained_3hop_only
IBTK,ESD,explained_3hop_only
DCUN1D5,VBP1,explained_3hop_only
KLHL7,MRPL15,explained_3hop_only
SBF2,NEMF,explained_3hop_only
ZSCAN29,PCMT1,explained_3hop_only
OS9,KIAA1143,explained_3hop_only
FAIM,SEC11A,explained_3hop_only
TRPC4AP,TPPP3,explained_3hop_only
FYCO1,VAT1,explained_3hop_only
FGD6,ACSL3,explained_3hop_only
LTN1,TMEM230,explained_3hop_only
TYRO3,UQCRQ,explained_3hop_only
SMUG1,NFE4,explained_3hop_only
KCTD9,TIPRL,explained_3hop_only
GNAS,PSMB4,explained_3hop_only
WDR47,TGFBR2,explained_3hop_only
NUDT1,RCN1,explained_3hop_only
HINT3,SPTLC1,explained_3hop_only
TMEM123,TMEM259,explained_3hop_only
SLC2A11,HSD17B12,explained_3hop_only
COLGALT1,PDLIM1,explained_3hop_only
HSPA13,DCAF13,explained_3hop_only
LMAN1,ABL2,explained_3hop_only
DAP,BANF1,explained_3hop_only
SNX13,DR1,explained_3hop_only
VPS11,NBEAL2,explained_3hop_only
ABCA5,FMNL2,explained_3hop_only
RNF146,GTF3C3,explained_3hop_only
VPS45,NDUFAF8,explained_3hop_only
LSP1,CSNK1A1,explained_3hop_only
REPIN1,EIF4E2,explained_3hop_only
AAGAB,STAB1,explained_3hop_only
DHTKD1,RPS15,explained_3hop_only
SEC61A2,FKBP8,explained_3hop_only
TSFM,RRP36,explained_3hop_only
LPIN3,HNRNPAB,explained_3hop_only
NEAT1,PRRC2B,explained_3hop_only
RPL7L1,PAK2,explained_3hop_only
KIF3A,ERI3,explained_3hop_only
CSDE1,GNG11,explained_3hop_only
ARPC2,GALNT2,explained_3hop_only
DYNC2LI1,TAF9,explained_3hop_only
SMARCB1,YBX3,explained_3hop_only
SEC61A2,SSR2,explained_3hop_only
ATXN7L2,ACTR10,explained_3hop_only
HEATR5B,IWS1,explained_3hop_only
ABHD16A,UBL5,explained_3hop_only
PCMTD2,FBXW5,explained_3hop_only
VPS45,FGFR1OP2,explained_3hop_only
MRPL3,NFX1,explained_3hop_only
POLG2,PDHA1,explained_3hop_only
BOLA1,ESF1,explained_3hop_only
UBE2D1,GNG12,explained_3hop_only
NOTCH4,RAB13,explained_3hop_only
SOCS5,ODF2L,explained_3hop_only
TMED10,ABCF1,explained_3hop_only
AAGAB,ELOVL5,explained_3hop_only
KLHL7,PCBP1,explained_3hop_only
NFKB2,NFE4,explained_3hop_only
ARHGAP26,PAPSS2,explained_3hop_only
NUFIP2,NUMB,explained_3hop_only
ARPC2,PPIE,explained_3hop_only
QRICH2,PPP2CA,explained_3hop_only
SLC2A11,TBL1XR1,explained_3hop_only
ENSA,MT-ND3,explained_3hop_only
CUL9,PDLIM5,explained_3hop_only
REXO4,LRP8,explained_3hop_only
DOCK9,RNF7,explained_3hop_only
SVIL,MFAP2,explained_3hop_only
ABHD2,NDUFA2,explained_3hop_only
PVT1,APLN,explained_3hop_only
TMEM167B,ADAM15,explained_3hop_only
WDR47,TMEM258,explained_3hop_only
PLTP,RNF220,explained_3hop_only
ZNF324B,EIF5A,explained_3hop_only
NME6,RPS7,explained_3hop_only
MTPAP,RPS25,explained_3hop_only
AGTRAP,CARD8,explained_3hop_only
NDUFAF1,ILRUN,explained_3hop_only
ZNF296,FAAP20,explained_3hop_only
PDLIM2,NUTF2,explained_3hop_only
PARP12,APLP2,explained_3hop_only
YLPM1,TMA7,explained_3hop_only
SLC46A3,VPS13C,explained_3hop_only
UBA5,TPR,explained_3hop_only
IFI30,BTF3,explained_3hop_only
KCTD9,GNAI3,explained_3hop_only
HINT3,LRRC59,explained_3hop_only
CEP41,RPS24,explained_3hop_only
PCMTD2,SHC1,explained_3hop_only
PMVK,SLC25A37,explained_3hop_only
GSTM2,UBA52,explained_3hop_only
RAB3A,ZBTB8OS,explained_3hop_only
REXO4,WDR41,explained_3hop_only
SLC2A6,RPLP2,explained_3hop_only
DYNC2LI1,RBX1,explained_3hop_only
DHODH,CSTB,explained_3hop_only
SMARCD2,PHLDA2,explained_3hop_only
OTUD7B,MAP7D3,explained_3hop_only
TMEM9,SAR1A,explained_3hop_only
TMED10,WDR36,explained_3hop_only
DYNC2LI1,MAPK1IP1L,explained_3hop_only
MRPL3,GABARAP,explained_3hop_only
ABCA5,ISOC2,explained_3hop_only
TMEM115,SUGT1,explained_3hop_only
NME6,NAP1L1,explained_3hop_only
TMEM222,CERK,explained_3hop_only
DHODH,PCBP1,explained_3hop_only
RPL7L1,DMXL1,explained_3hop_only
RNFT1,TRAM2,explained_3hop_only
RASIP1,PYURF,explained_3hop_only
NME6,SYAP1,explained_3hop_only
TRPC4AP,RPL41,explained_3hop_only
NUDT3,CHID1,explained_3hop_only
ZNF827,DYNLL1,explained_3hop_only
ZNF785,PSMD12,explained_3hop_only
SOX4,GNS,explained_3hop_only
REXO4,UBE2M,explained_3hop_only
NDUFA8,BBX,explained_3hop_only
CCRL2,UQCR11,explained_3hop_only
ARL4A,BOD1,explained_3hop_only
INPP5B,NAA38,explained_3hop_only
ITGA1,ISOC2,explained_3hop_only
MIER3,NDUFB2,explained_3hop_only
CNPY3,VPS25,explained_3hop_only
CYP2J2,AFDN,explained_3hop_only
SMIM13,BCLAF1,explained_3hop_only
BMPER,INPP1,explained_3hop_only
P2RX7,COX20,explained_3hop_only
IRF3,PFDN1,explained_3hop_only
TIMM9,AP1S1,explained_3hop_only
SMARCC1,HARS,explained_3hop_only
ADAMTS10,MYL6,explained_3hop_only
MLEC,RPL15,explained_3hop_only
SNX13,RPL6,explained_3hop_only
TRIM68,S100A11,explained_3hop_only
PLPP3,UTP11,explained_3hop_only
UGGT1,VMP1,explained_3hop_only
UHRF1BP1,NTPCR,explained_3hop_only
ZNF296,SUB1,explained_3hop_only
ABHD16A,ZMYND8,explained_3hop_only
GLI2,SEC61B,explained_3hop_only
PRKD1,PCAT19,explained_3hop_only
IBTK,SSB,explained_3hop_only
INPP5B,ZDHHC12,explained_3hop_only
QTRT1,BCL7A,explained_3hop_only
TRIM68,UBA3,explained_3hop_only
NUFIP2,RPL36A,explained_3hop_only
MRPL3,NDUFC2,explained_3hop_only
YLPM1,MLEC,explained_3hop_only
RPL7L1,MAK16,explained_3hop_only
HECW1,XRN2,explained_3hop_only
PMVK,ANKRD40,explained_3hop_only
IST1,EPRS,explained_3hop_only
POGZ,RBM42,explained_3hop_only
POLG2,KIF5B,explained_3hop_only
ZDHHC18,HSPE1,explained_3hop_only
DAP,SPCS1,explained_3hop_only
CEP41,ARL6IP5,explained_3hop_only
SBF2,PHACTR2,explained_3hop_only
KDM6B,SMIM15,explained_3hop_only
RPL7L1,MPHOSPH8,explained_3hop_only
OPTN,FAM177A1,explained_3hop_only
ZNF764,WDR60,explained_3hop_only
FAIM,UQCC2,explained_3hop_only
MLEC,MAN1A2,explained_3hop_only
DGCR6L,COG6,explained_3hop_only
SLC2A6,SNX6,explained_3hop_only
HHAT,POLR3GL,explained_3hop_only
ADAMTS10,CPSF6,explained_3hop_only
MT1F,ZNF521,explained_3hop_only
GSTM2,LRRC8B,explained_3hop_only
CYP2J2,CINP,explained_3hop_only
TNFRSF14,KIAA0930,explained_3hop_only
CARD8,MSL1,explained_3hop_only
MTPAP,PIM3,explained_3hop_only
NUDT18,EMC4,explained_3hop_only
CALCOCO1,PIN4,explained_3hop_only
VPS11,ANKRD50,explained_3hop_only
GCOM1,TPP1,explained_3hop_only
IFI27L2,EIF3D,explained_3hop_only
SH3RF1,SRPX,explained_3hop_only
FZD6,RNF115,explained_3hop_only
DGCR6L,SNU13,explained_3hop_only
SETD3,PAXX,explained_3hop_only
THADA,PSMC1,explained_3hop_only
VAMP8,PON2,explained_3hop_only
PRPH2,CHMP4A,explained_3hop_only
ARPC2,COX5B,explained_3hop_only
ITGB4,COPB2,explained_3hop_only
ZNF827,OCIAD1,explained_3hop_only
ACOT8,PTPRN2,explained_3hop_only
MESP1,SNRPD1,explained_3hop_only
CNPY3,CHCHD7,explained_3hop_only
HSPA13,LMAN1,explained_3hop_only
AAGAB,MT-ND1,explained_3hop_only
KLHL7,MICOS13,explained_3hop_only
RAB3A,NDUFS8,explained_3hop_only
SEC61A2,CCDC50,explained_3hop_only
RAB1A,RPS16,explained_3hop_only
AGAP3,MOSMO,explained_3hop_only
RAP1A,MCFD2,explained_3hop_only
ABHD16A,COPS9,explained_3hop_only
PRKAR1A,FERMT3,explained_3hop_only
AAGAB,BEX4,explained_3hop_only
MLEC,DHX36,explained_3hop_only
TMEM222,LPCAT4,explained_3hop_only
MLEC,GOLGA4,explained_3hop_only
PDCD6,PYURF,explained_3hop_only
ZNF22,OGDH,explained_3hop_only
TMEM184C,HSF1,explained_3hop_only
UBE2D1,RPL7L1,explained_3hop_only
NUFIP2,ABI3BP,explained_3hop_only
DTYMK,WASHC4,explained_3hop_only
APH1A,CYTL1,explained_3hop_only
RAB1A,TUBA1C,explained_3hop_only
APH1A,SLC20A1,explained_3hop_only
ADAMTS10,RBM3,explained_3hop_only
ENSA,RPS2,explained_3hop_only
HEATR5B,SKP1,explained_3hop_only
NT5C3B,TMED4,explained_3hop_only
DMRTA1,OXA1L,explained_3hop_only
CPNE5,MRPL28,explained_3hop_only
DHTKD1,PRKD3,explained_3hop_only
COASY,JPX,explained_3hop_only
DMRTA1,COMMD6,explained_3hop_only
ACAD11,TAPBP,explained_3hop_only
DAP,ESAM,explained_3hop_only
TTBK2,C1GALT1C1,explained_3hop_only
CARD8,COL5A1,explained_3hop_only
ACCS,FAM91A1,explained_3hop_only
RSPO3,TRIP11,explained_3hop_only
ECM1,TXNIP,explained_3hop_only
PCMTD2,POLR2K,explained_3hop_only
ABCG4,LLPH,explained_3hop_only
REXO4,SPCS1,explained_3hop_only
EVL,TMEM230,explained_3hop_only
SLC26A6,MLXIP,explained_3hop_only
ZNF774,AL355312.4,explained_3hop_only
AGAP3,CSTB,explained_3hop_only
MAST3,CD164,explained_3hop_only
CNPY3,ABRACL,explained_3hop_only
MAP3K6,TMEM205,explained_3hop_only
CPNE5,UHRF2,explained_3hop_only
LPIN3,MRPS34,explained_3hop_only
CPNE5,MANF,explained_3hop_only
POLG2,ELOC,explained_3hop_only
OMA1,PPP2R1A,explained_3hop_only
SLC26A6,LTBP1,explained_3hop_only
NDUFA8,SSNA1,explained_3hop_only
TTC32,MDN1,explained_3hop_only
TTC32,ANAPC11,explained_3hop_only
RASIP1,KHDRBS1,explained_3hop_only
RPL7L1,DFFA,explained_3hop_only
NUB1,BAZ1B,explained_3hop_only
SBF2,RBM22,explained_3hop_only
MICALL2,CDK7,explained_3hop_only
CPNE5,ACLY,explained_3hop_only
RPL7L1,RNF149,explained_3hop_only
DET1,MIGA1,explained_3hop_only
DMXL1,NMT1,explained_3hop_only
RNF146,NUTF2,explained_3hop_only
ABHD16A,ANTKMT,explained_3hop_only
FGD6,PRPF8,explained_3hop_only
POLR2M,RPL21,explained_3hop_only
DAP,STAU1,explained_3hop_only
HAPLN3,CTSA,explained_3hop_only
PSMD5,AKIRIN1,explained_3hop_only
EZR,PWWP3A,explained_3hop_only
RAB13,GNS,explained_3hop_only
NT5C3B,PCYOX1,explained_3hop_only
AMT,GTF2A2,explained_3hop_only
PRR14,OSTC,explained_3hop_only
EVL,DHRSX,explained_3hop_only
REPIN1,RPF2,explained_3hop_only
TNS2,PCBP2,explained_3hop_only
OASL,RHOQ,explained_3hop_only
BAG6,TAF10,explained_3hop_only
MOCS2,HLA-B,explained_3hop_only
NUDT1,COL6A2,explained_3hop_only
NCEH1,RPL34,explained_3hop_only
RAB1A,DYNC1LI2,explained_3hop_only
KCTD9,ZKSCAN1,explained_3hop_only
ZDHHC18,RPL22L1,explained_3hop_only
TMEM167B,NDUFAF2,explained_3hop_only
IST1,MYOF,explained_3hop_only
MAP3K6,SERP1,explained_3hop_only
SLC2A6,CLEC11A,explained_3hop_only
KCTD9,SLMAP,explained_3hop_only
MRPL34,TGM2,explained_3hop_only
TRIM47,NDUFS6,explained_3hop_only
TMEM9,ATP6V1F,explained_3hop_only
SLC2A6,TRIML2,explained_3hop_only
MICALL2,IFI6,explained_3hop_only
TMEM9,POLR2J3,explained_3hop_only
TRIP12,B4GAT1,explained_3hop_only
UBA5,LXN,explained_3hop_only
CUL9,MORF4L1,explained_3hop_only
SEC61A2,H3F3B,explained_3hop_only
CCDC36,PGAM1,explained_3hop_only
MAST3,GUK1,explained_3hop_only
FYCO1,DEXI,explained_3hop_only
STK38,ASB9,explained_3hop_only
SMARCD2,ZNF207,explained_3hop_only
CCRL2,HERC2,explained_3hop_only
CCDC36,PPDPF,explained_3hop_only
CEP41,CLIC4,explained_3hop_only
SLC2A6,TAF10,explained_3hop_only
ZNF324B,LIX1L,explained_3hop_only
PDCD6,SMIM4,explained_3hop_only
PARP12,CACUL1,explained_3hop_only
KLHL7,GUK1,explained_3hop_only
ARL4A,NMI,explained_3hop_only
SNAPC5,MRPL14,explained_3hop_only
OASL,INTS11,explained_3hop_only
HSPA13,DCXR,explained_3hop_only
NUDT18,REEP3,explained_3hop_only
UHRF1BP1,KLHL18,explained_3hop_only
DNALI1,PABPN1,explained_3hop_only
PLEKHA5,THBD,explained_3hop_only
CCDC36,ATXN2,explained_3hop_only
DCUN1D5,SMDT1,explained_3hop_only
MRPL34,POLR2K,explained_3hop_only
ARL4A,RTL8C,explained_3hop_only
ARL4A,COPRS,explained_3hop_only
TMEM123,LONP2,explained_3hop_only
DYNC2LI1,CD320,explained_3hop_only
HAPLN3,FERMT3,explained_3hop_only
TMEM184C,MRTO4,explained_3hop_only
RWDD2B,XRCC5,explained_3hop_only
ACAD11,RPL10,explained_3hop_only
SOCS5,ANK3,explained_3hop_only
MLEC,KPNA1,explained_3hop_only
ZNRF1,CYFIP1,explained_3hop_only
DYNC2LI1,C1orf131,explained_3hop_only
ARPC2,RBM28,explained_3hop_only
ZNF764,LRRC8C,explained_3hop_only
IQGAP1,PDAP1,explained_3hop_only
TAOK1,C19orf33,explained_3hop_only
ZNF827,PTRHD1,explained_3hop_only
EZR,ZMAT2,explained_3hop_only
NEAT1,KDSR,explained_3hop_only
MTPAP,RPL29,explained_3hop_only
NDUFA8,MMP24OS,explained_3hop_only
ACAD11,RAB11A,explained_3hop_only
SMARCAD1,CLNS1A,explained_3hop_only
MYEOV,RNPS1,explained_3hop_only
TRIM68,SKP1,explained_3hop_only
TAOK1,DYSF,explained_3hop_only
RAB13,SNHG1,explained_3hop_only
MAP3K6,GABARAPL2,explained_3hop_only
CUL9,KMT2E,explained_3hop_only
NME6,PDCD6,explained_3hop_only
AGAP3,XRN2,explained_3hop_only
UBA5,PAFAH1B2,explained_3hop_only
PA2G4,MMAB,explained_3hop_only
QRICH2,MT-ND6,explained_3hop_only
SMARCD2,OCIAD2,explained_3hop_only
AP1G1,AMFR,explained_3hop_only
TRIM68,KCNAB1,explained_3hop_only
CCRL2,POLR3D,explained_3hop_only
PCMTD2,COX5A,explained_3hop_only
YLPM1,RANBP1,explained_3hop_only
ABCA5,METTL15,explained_3hop_only
UBE2D1,WDR18,explained_3hop_only
IFI30,ELAC2,explained_3hop_only
MTPAP,NDUFB7,explained_3hop_only
ADAMTS10,MT-ND1,explained_3hop_only
MFSD4B,NSF,explained_3hop_only
DYNC2LI1,ATP6V1E1,explained_3hop_only
ACCS,SMAP1,explained_3hop_only
TTC32,POLR2B,explained_3hop_only
IFI27L2,NOP53,explained_3hop_only
BOLA1,OAZ1,explained_3hop_only
SEC61A2,ATM,explained_3hop_only
REXO4,CSDE1,explained_3hop_only
SETD3,EBP,explained_3hop_only
CDH13,MRPS21,explained_3hop_only
NUFIP2,GUK1,explained_3hop_only
ZNF22,NIP7,explained_3hop_only
TRIP12,SMIM12,explained_3hop_only
ZNF324B,CSRP1,explained_3hop_only
PCMTD2,TOMM40,explained_3hop_only
LMAN1,USP53,explained_3hop_only
IFI27L2,ABCE1,explained_3hop_only
TMEM123,TMEM115,explained_3hop_only
IST1,SERBP1,explained_3hop_only
P2RX7,SHOC2,explained_3hop_only
NUDT1,CSNK1G2,explained_3hop_only
NME6,TAPBP,explained_3hop_only
NUFIP2,GDI2,explained_3hop_only
EMP2,MLLT1,explained_3hop_only
TNXB,CD164,explained_3hop_only
MRPL3,PPIL4,explained_3hop_only
PCMTD2,UBLCP1,explained_3hop_only
ZNF581,NDUFAF4,explained_3hop_only
SLC2A6,SSR2,explained_3hop_only
MOCS2,DDX42,explained_3hop_only
MTPAP,G6PC3,explained_3hop_only
SLC2A6,DIS3,explained_3hop_only
ARNT,RRP7A,explained_3hop_only
ARG2,LAMTOR3,explained_3hop_only
HINT3,FKBP1A,explained_3hop_only
ARL4A,NRIP1,explained_3hop_only
MGA,KRT10,explained_3hop_only
MRPL34,CDC42EP2,explained_3hop_only
UIMC1,FAM162A,explained_3hop_only
TRAPPC6A,NR3C1,explained_3hop_only
TMEM38A,CBX5,explained_3hop_only
CSDE1,AL355312.4,explained_3hop_only
YLPM1,TALDO1,explained_3hop_only
ACAD11,BCKDHA,explained_3hop_only
EMP2,COQ4,explained_3hop_only
PHF19,CNDP2,explained_3hop_only
ZNF764,LRP10,explained_3hop_only
COLGALT1,ST6GAL1,explained_3hop_only
PLTP,GOLGB1,explained_3hop_only
ZNF764,HSBP1,explained_3hop_only
ATXN7L2,ANP32A,explained_3hop_only
RNFT1,NAA20,explained_3hop_only
UIMC1,IL10RB,explained_3hop_only
SMIM13,PAIP2,explained_3hop_only
NCEH1,PSMD11,explained_3hop_only
PEX6,DSTYK,explained_3hop_only
ZNF324B,NDUFB9,explained_3hop_only
LMAN1,KRT19,explained_3hop_only
CYP2J2,GCC2,explained_3hop_only
SLC46A3,OGA,explained_3hop_only
EDEM2,PPIP5K2,explained_3hop_only
CUL9,DRAP1,explained_3hop_only
PRR14,MRPL41,explained_3hop_only
TRPC4AP,RPL35A,explained_3hop_only
MANEA,HAGH,explained_3hop_only
RPL7L1,SNX5,explained_3hop_only
CUL9,POLR2K,explained_3hop_only
NFKB2,RTL8C,explained_3hop_only
TMEM9,CCNK,explained_3hop_only
RWDD2B,SARS,explained_3hop_only
GPR162,CAMSAP2,explained_3hop_only
WDR47,RBIS,explained_3hop_only
UQCRC1,PSMB1,explained_3hop_only
RPL7L1,LAMB1,explained_3hop_only
FLI1,SELENOT,explained_3hop_only
FAIM,SNX3,explained_3hop_only
ARHGAP26,SSR2,explained_3hop_only
TTC32,VTI1B,explained_3hop_only
UIMC1,SYNJ2BP,explained_3hop_only
NCEH1,RPS28,explained_3hop_only
DCUN1D5,COX14,explained_3hop_only
POLR2M,EIF4A2,explained_3hop_only
QRICH2,URI1,explained_3hop_only
NUDT18,DNAJC21,explained_3hop_only
ATP6V0E2,LLPH,explained_3hop_only
KDELR2,RUVBL1,explained_3hop_only
QPCT,TRAPPC5,explained_3hop_only
PVT1,B2M,explained_3hop_only
CTNND1,MXRA7,explained_3hop_only
KDELR2,CDC42EP1,explained_3hop_only
SVIL,FAM207A,explained_3hop_only
SLC2A11,HIPK1,explained_3hop_only
ACSS2,PYURF,explained_3hop_only
ARL4A,TM2D1,explained_3hop_only
HAPLN3,HSPE1,explained_3hop_only
HECW1,NBEAL1,explained_3hop_only
HECW1,PUF60,explained_3hop_only
ARPC2,RPL41,explained_3hop_only
TSFM,TOX2,explained_3hop_only
NUFIP2,KRT19,explained_3hop_only
ZSCAN29,BHLHE40,explained_3hop_only
ARHGAP26,NOP56,explained_3hop_only
YLPM1,MT-CO3,explained_3hop_only
COG2,HNRNPA1,explained_3hop_only
SLC22A4,MCUB,explained_3hop_only
POLG,FTX,explained_3hop_only
ECM1,NOL7,explained_3hop_only
ABHD2,KIAA1671,explained_3hop_only
ENSA,XRN2,explained_3hop_only
NT5C3B,EVL,explained_3hop_only
RSPO3,ARPC1B,explained_3hop_only
P4HA2,DR1,explained_3hop_only
NCEH1,C1orf122,explained_3hop_only
RAP1GDS1,ARGLU1,explained_3hop_only
STAC3,RNF145,explained_3hop_only
FLI1,RPS16,explained_3hop_only
MALAT1,FGFR1OP2,explained_3hop_only
