source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval,evidence_text_hop1,evidence_text_hop2,evidence_text_hop3,pmids_hop1,pmids_hop2,pmids_hop3
ABCG4,ABCG1,IL4,SORBS3,Inhibition,Inhibition,IncreaseAmount,0.951,0.923,0.949999999996862,2,3,22,-0.3880157,0.0211488081377366,,,,,,
ABCG4,APP,POU2F1,DOCK10,Complex,Complex,DecreaseAmount,0.951,0.98,0.79,3,1,1,-1.1016718,0.0209783300603336,,,,,,
ABCG4,APP,IL1A,COA1,Complex,Activation,IncreaseAmount,0.951,0.923,0.8775,3,3,2,-0.5166238,0.00399674963691,,,,,,
ABCA5,NR4A1,MYC,USP22,Complex,Activation,IncreaseAmount,0.98,0.86,0.941,1,2,1,0.5672846,0.0003649486589777,,,,,,
ABCA5,NR4A1,IL4,SLC25A6,Complex,Activation,IncreaseAmount,0.98,0.86,0.979665,1,2,5,0.20390072,0.0031851961557617,,,,,,
ABCA5,CYP 20.00,PPARA,REST,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.4444121,0.0080008701108805,,,,,,
ABCA5,CYP 20.00,HNF1A,GGCX,Complex,Complex,DecreaseAmount,0.98,0.98922,0.79,1,5,1,0.75934005,0.0113979453382412,,,,,,
ABCA5,NR4A1,INS,SCP2,Complex,Complex,DecreaseAmount,0.98,0.86,0.8775,1,2,2,0.32748774,0.0140104253710625,,,,,,
ABCA5,NR4A1,AKT1,ETS2,Complex,Complex,DecreaseAmount,0.98,0.99961115,0.86,1,4,2,0.5898945,0.0153811596067313,,,,,,
ABCA5,NR4A1,MYC,ZBTB8OS,Complex,Activation,DecreaseAmount,0.98,0.86,0.95,1,2,2,0.5155969,0.0183807088931942,,,,,,
ABCA5,NR4A1,AR,GLB1,Complex,IncreaseAmount,IncreaseAmount,0.98,0.9816495,0.86,1,6,2,0.6476981,0.0198968479113373,,,,,,
ABCA5,NR4A1,MYC,CD164,Complex,Activation,DecreaseAmount,0.98,0.86,0.95,1,2,2,0.3058723,0.0200845279347342,,,,,,
ABCA5,CYP 20.00,PPARA,CBX6,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.5042942,0.0205589508331047,,,,,,
ABCA5,NR4A1,JUN,FERMT3,Complex,Activation,DecreaseAmount,0.98,0.8775,0.98968,1,2,5,0.2978971,0.0232146092773046,,,,,,
ABCA5,CYP 20.00,NFE2L2,TBL1X,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.45804602,0.0321181722570279,,,,,,
ABCA5,CYP 20.00,NFE2L2,RTN3,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.36730528,0.0338352324737687,,,,,,
ABCA5,CYP 20.00,ATF4,DDX3X,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.2997918,0.0340337056094546,,,,,,
ABCA5,NR4A1,JUN,MPZL2,Complex,Activation,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.35859096,0.0410127168742117,,,,,,
ABCA5,NR4A1,MMP2,COL18A1,Complex,IncreaseAmount,IncreaseAmount,0.98,0.9615,0.86,1,1,2,0.3080977,0.0426612843919679,,,,,,
ABCA5,CYP 20.00,LEP,TBC1D4,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.949271,1,2,6,0.76626307,0.0434340530748912,,,,,,
ABCA5,CYP 20.00,PPARA,STOML2,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.24967913,0.0452924390919698,,,,,,
ABCA5,CYP 20.00,NFE2L2,CYB5R3,Complex,Complex,IncreaseAmount,0.98,0.86,0.86,1,2,2,-0.28234476,0.0412718989475686,,,,,,
ABCA5,NR4A1,MYC,POLR2L,Complex,Activation,DecreaseAmount,0.98,0.86,0.95,1,2,2,-0.17807038,0.0249143685479765,,,,,,
ABCA5,NR4A1,LEF1,NDUFS3,Complex,Complex,DecreaseAmount,0.98,0.9419,0.95,1,4,2,-0.45285302,0.0236823977214459,,,,,,
ABCA5,NR4A1,SP1,FNBP4,Complex,Complex,DecreaseAmount,0.98,0.9419,0.79,1,4,1,-0.7057886,0.0224248846744861,,,,,,
ABCA5,NR4A1,SP1,DDX24,Complex,Complex,DecreaseAmount,0.98,0.9419,0.79,1,4,1,-0.28909877,0.017802347120951,,,,,,
ABCA5,NR4A1,RELA,ORAI1,Complex,Inhibition,DecreaseAmount,0.98,0.89,0.9825,1,1,3,-0.6495206,0.011806671811518,,,,,,
ABCA5,NR4A1,MYC,UBA1,Complex,Activation,DecreaseAmount,0.98,0.86,0.95,1,2,2,-0.4847825,0.0111457488909168,,,,,,
ABCA5,NR4A1,PPARG,CAV2,Complex,DecreaseAmount,IncreaseAmount,0.98,0.923,0.8775,1,2,2,-0.31646988,0.0072133502403442,,,,,,
ABCA5,NR4A1,SMAD3,PDLIM2,Complex,Complex,DecreaseAmount,0.98,0.999947569999594,0.79,1,24,1,-0.43217427,0.0069925474046481,,,,,,
ABCA5,NR4A1,LEF1,CKAP4,Complex,Complex,DecreaseAmount,0.98,0.9419,0.95,1,4,2,-0.3090116,0.003857741427648,,,,,,
ABCA5,NR4A1,RELA,FLOT1,Complex,Inhibition,DecreaseAmount,0.98,0.89,0.79,1,1,1,-0.6322761,0.0022022455852388,,,,,,
ABCA5,NR4A1,BCL2,TNFRSF1A,Complex,Complex,DecreaseAmount,0.98,0.923,0.86,1,3,2,-0.6167386,0.0020785029905475,,,,,,
ABCA5,NR4A1,REL,ANXA1,Complex,Inhibition,IncreaseAmount,0.98,0.89,0.94757,1,1,5,-0.27185825,0.0020686160818769,,,,,,
ACOT8,PML,RB1,RPS20,Complex,Phosphorylation,DecreaseAmount,0.9899,0.9419,0.79,2,4,1,0.14635855,0.0001834883034999,,,,,,
ACOT8,PML,NF1,RAI14,Complex,Complex,DecreaseAmount,0.9899,0.99902,0.79,2,4,1,0.38733104,0.0008560047088001,,,,,,
ACOT8,IRF3,POU2F1,RAB10,Activation,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.47456843,0.0020274517590039,,,,,,
ACOT8,PML,RBX1,TCP1,Complex,Complex,DecreaseAmount,0.9899,0.9899,0.941,2,2,1,0.4773259,0.0021029965648345,,,,,,
ACOT8,PTP4A1,CDH1,HECW2,Complex,Inhibition,DecreaseAmount,0.98,0.951,0.86,1,3,1,0.95236343,0.0033414871797993,,,,,,
ACOT8,MYC,GABPA,GNL3L,Complex,Complex,DecreaseAmount,0.98,0.994071,0.95,1,6,2,0.7090782,0.0036584263562371,,,,,,
ACOT8,MYC,RBL1,TFDP1,Complex,Complex,DecreaseAmount,0.98,0.999999730384357,0.89,1,25,1,0.5751738,0.0043430597561624,,,,,,
ACOT8,REL,MYB,IFT57,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.42074862,0.0043684257436324,,,,,,
ACOT8,REL,ELK1,SLIRP,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,0.3020572,0.0044881507678923,,,,,,
ACOT8,MYC,NRF1,RPL7,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,0.1104623,0.0051173717622471,,,,,,
ACOT8,IRF3,POU2F1,ZNF148,Activation,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.5987876,0.0052245200150272,,,,,,
ACOT8,MYC,MEIS1,DYNC1I2,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.32915157,0.009292842414916,,,,,,
ACOT8,MYC,GABPA,SEC13,Complex,Complex,DecreaseAmount,0.98,0.994071,0.79,1,6,1,0.6119866,0.0097201858502726,,,,,,
ACOT8,REL,RELB,ST3GAL2,Complex,Complex,DecreaseAmount,0.98,0.95,0.86,1,3,1,0.9813955,0.0099763670613475,,,,,,
ACOT8,REL,FOXO4,TPPP3,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.44178575,0.014316386298997,,,,,,
ACOT8,PML,RB1,SRSF7,Complex,Phosphorylation,IncreaseAmount,0.9899,0.9419,0.89,2,4,1,0.42345652,0.0176457170299952,,,,,,
ACOT8,MYC,NRF1,INTS3,Complex,Complex,DecreaseAmount,0.98,0.923,0.95,1,3,2,0.88535756,0.0189166015402699,,,,,,
ACOT8,MYC,NRF1,TMF1,Complex,Complex,DecreaseAmount,0.98,0.923,0.95,1,3,2,0.47151563,0.0214823097484033,,,,,,
ACOT8,REL,SP1,COPS4,Complex,Complex,DecreaseAmount,0.98,0.999998173868,0.79,1,10,1,0.48887452,0.0228031664798277,,,,,,
ACOT8,MYC,PAX2,RPL13A,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.07625309,0.023443343616295,,,,,,
ACOT8,PML,RB1,DDX21,Complex,Phosphorylation,IncreaseAmount,0.9899,0.9419,0.89,2,4,1,0.27352792,0.0239697416730064,,,,,,
ACOT8,MYC,ODC1,COL18A1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.982,0.923,1,3,3,0.36867234,0.0257416986685361,,,,,,
ACOT8,MYC,PAX2,ACTN4,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.3150896,0.0267328239916537,,,,,,
ACOT8,MYC,MYCN,PA2G4,Complex,DecreaseAmount,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.22114486,0.0278552586856787,,,,,,
ACOT8,REL,MYC,HNRNPM,Complex,Inhibition,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.3775888,0.0282479413057649,,,,,,
ACOT8,REL,FOXO4,RAP1B,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.3595445,0.0285153550129323,,,,,,
ACOT8,MYC,BACH1,CACUL1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.5517345,0.0290999637160166,,,,,,
ACOT8,PML,NFE2L2,PSMA3,Complex,Inhibition,DecreaseAmount,0.9899,0.997514279,0.79,2,9,1,0.3199263,0.0300067256360673,,,,,,
ACOT8,REL,AHR,ZNF451,Complex,Activation,DecreaseAmount,0.98,0.9804,0.79,1,4,1,0.58933556,0.0324467187207716,,,,,,
ACOT8,MYC,PPARA,UQCR10,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.21065637,0.0328362135734307,,,,,,
ACOT8,REL,FOXO4,ADTRP,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.47985938,0.0334677309765278,,,,,,
ACOT8,MYC,NRF1,EIF3A,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,0.1821033,0.0336452722568328,,,,,,
ACOT8,PML,NF1,TUSC2,Complex,Complex,DecreaseAmount,0.9899,0.99902,0.79,2,4,1,0.44072104,0.0339793585642542,,,,,,
ACOT8,MYC,PPARA,YARS,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.49784723,0.0343661408127911,,,,,,
ACOT8,MYC,GABPB1,RPL29,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.09104951,0.0354600299934979,,,,,,
ACOT8,MYC,E2F1,SLBP,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,1,1,0.46822184,0.0376348641994202,,,,,,
ACOT8,REL,SP1,RHOF,Complex,Complex,DecreaseAmount,0.98,0.999998173868,0.79,1,10,1,0.859653,0.0392262589120451,,,,,,
ACOT8,REL,MYC,UTP14A,Complex,Inhibition,DecreaseAmount,0.98,0.8775,0.95,1,2,2,0.717042,0.0396900332720978,,,,,,
ACOT8,MYC,PITX2,PRKCSH,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.35271075,0.0401524562694197,,,,,,
ACOT8,REL,NOTCH1,USP7,Complex,Complex,IncreaseAmount,0.98,0.9419,0.923,1,4,2,0.67733735,0.0409902335238183,,,,,,
ACOT8,PML,RBX1,EIF4EBP1,Complex,Complex,DecreaseAmount,0.9899,0.9899,0.941,2,2,1,0.23274474,0.0412287974745377,,,,,,
ACOT8,REL,MYC,ORAI2,Complex,Inhibition,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.42979684,0.0414223413585334,,,,,,
ACOT8,MYC,HOXB2,CCT6A,Complex,Complex,IncreaseAmount,0.98,0.923,0.86,1,3,2,0.2646238,0.042110497039867,,,,,,
ACOT8,REL,ZEB1,RBMX2,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.4970473,0.0423075376696828,,,,,,
ACOT8,REL,MYC,TCEAL3,Complex,Inhibition,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.57627964,0.0427893143286236,,,,,,
ACOT8,MYC,PAX2,FAM107A,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.36327058,0.043470946649954,,,,,,
ACOT8,REL,MYC,RPIA,Complex,Inhibition,DecreaseAmount,0.98,0.8775,0.9265,1,2,2,0.531695,0.0446678285247779,,,,,,
ACOT8,MYC,NRF1,NOP16,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,0.4908202,0.0454810979460516,,,,,,
ACOT8,MYC,PITX2,NT5C,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.40470824,0.0456011533311675,,,,,,
ACOT8,PML,PAX5,MYH9,Complex,Complex,IncreaseAmount,0.9899,0.9419,0.923,2,4,3,0.26554537,0.045999904999008,,,,,,
ACOT8,MYC,ATF3,HERC1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.5790714,0.0474791483327576,,,,,,
ACOT8,REL,FOXO4,DDX6,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.36046576,0.0482721559855975,,,,,,
ACOT8,MYC,HNF4A,RPS3A,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,1,1,0.071683235,0.0489556414766232,,,,,,
ACOT8,MYC,MYOG,SERPINH1,Complex,Inhibition,DecreaseAmount,0.98,0.9938725888325,0.79,1,11,1,-0.29268205,0.0459662838109313,,,,,,
ACOT8,MYC,NRF1,SHMT2,Complex,Complex,DecreaseAmount,0.98,0.923,0.95,1,3,2,-0.49438986,0.0449540349035708,,,,,,
ACOT8,MYC,SPP1,ACP1,Complex,IncreaseAmount,IncreaseAmount,0.98,0.86,0.9419,1,2,3,-0.39240634,0.0440610922763517,,,,,,
ACOT8,REL,AR,TM9SF2,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.46353012,0.0439444666378784,,,,,,
ACOT8,MYC,NFE2,ICAM2,Complex,DecreaseAmount,DecreaseAmount,0.98,0.89,0.79,1,1,1,-0.17721178,0.042332614422128,,,,,,
ACOT8,REL,IRF1,CYB5B,Complex,Complex,DecreaseAmount,0.98,0.8775,0.79,1,2,1,-0.4196145,0.0411552682324031,,,,,,
ACOT8,PML,PGR,TIE1,Complex,Complex,DecreaseAmount,0.9899,0.98922,0.79,2,5,1,-0.44981024,0.0386102242867591,,,,,,
ACOT8,MYC,ONECUT1,HERC4,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,-0.5712939,0.0383355583030061,,,,,,
ACOT8,MYC,NRF1,RALBP1,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.33249983,0.0381485874876112,,,,,,
ACOT8,MYC,POU3F2,NOL4L,Complex,DecreaseAmount,DecreaseAmount,0.98,0.9937,0.79,1,4,1,-0.768908,0.0367222113283277,,,,,,
ACOT8,MYC,ESRRA,BAG5,Complex,DecreaseAmount,DecreaseAmount,0.98,0.9937,0.79,1,4,1,-0.8594395,0.0365862602778897,,,,,,
ACOT8,MYC,NFE2L1,RAB22A,Complex,Activation,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.568551,0.0306508163650189,,,,,,
ACOT8,MYC,PPARA,HNRNPH3,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.46872398,0.0282723639375951,,,,,,
ACOT8,MYC,NRF1,TCF25,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.2890756,0.0257765410183853,,,,,,
ACOT8,MYC,ESRRA,FBXL5,Complex,DecreaseAmount,DecreaseAmount,0.98,0.9937,0.79,1,4,1,-0.55960804,0.0243536616319422,,,,,,
ACOT8,MYC,NRF1,ABHD5,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.6739678,0.0241300341652927,,,,,,
ACOT8,MYC,NRF1,ATP5F1C,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.27515274,0.023243859269971,,,,,,
ACOT8,MYC,NRF1,MRPL22,Complex,Complex,DecreaseAmount,0.98,0.923,0.95,1,3,2,-0.40441468,0.0204690511144642,,,,,,
ACOT8,MYC,PAX3,WSB1,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.3902704,0.0180462321113323,,,,,,
ACOT8,REL,FOXO4,BTF3,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.13493468,0.0140439211769914,,,,,,
ACOT8,MYC,POU3F2,TAPBP,Complex,DecreaseAmount,DecreaseAmount,0.98,0.9937,0.95,1,4,2,-0.46883783,0.0127734977793673,,,,,,
ACOT8,PML,ATF2,CLCN3,Complex,Complex,DecreaseAmount,0.9899,0.98,0.79,2,1,1,-0.2834485,0.0119317873386435,,,,,,
ACOT8,REL,AR,WLS,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.923,1,2,3,-0.7581057,0.0117400029222811,,,,,,
ACOT8,MYC,BACH1,TNRC6A,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,-0.7159184,0.0108263018587371,,,,,,
ACOT8,PML,ATXN3,STUB1,Complex,Complex,DecreaseAmount,0.9899,0.9899,0.86,2,2,2,-0.42114195,0.0096145393958152,,,,,,
ACOT8,PML,RB1,NRP2,Complex,Phosphorylation,DecreaseAmount,0.9899,0.9419,0.79,2,4,1,-0.3624207,0.0075760740035672,,,,,,
ACOT8,REL,ESR1,COPRS,Complex,Complex,DecreaseAmount,0.98,0.99289794,0.79,1,8,1,-0.6526832,0.0050560719651998,,,,,,
ACTG1,MYC,POU3F2,TCF4,Complex,DecreaseAmount,DecreaseAmount,0.98,0.9937,0.79,1,4,1,0.48046708,0.0003161579282719,,,,,,
ACTG1,POU5F1,NRF1,ZCCHC7,Complex,Complex,DecreaseAmount,0.98,0.94757,0.79,1,5,1,0.70619243,0.0108378756235251,,,,,,
ACTG1,MYC,PPARA,CYC1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.312776,0.0111549464756431,,,,,,
ACTG1,MYC,PRKCE,IQGAP1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.86,1,1,2,0.24957304,0.0425666263201766,,,,,,
ACTG1,RAN,ABL1,SCARA3,Complex,Complex,DecreaseAmount,0.98,0.9978,0.86,1,2,2,0.6796922,0.0450944486509024,,,,,,
ACTG1,POU5F1,LEF1,AFDN,Complex,IncreaseAmount,DecreaseAmount,0.98,0.923,0.79,1,3,1,0.58063763,0.048932466611592,,,,,,
ACTG1,NR3C2,NR1H4,NAA38,Complex,Complex,DecreaseAmount,0.89,0.8775,0.79,1,2,1,-0.17603955,0.0488719747068134,,,,,,
ACTG1,NR3C2,PPARG,LSM 5.00,Complex,Complex,IncreaseAmount,0.89,0.8775,0.86,1,2,2,-0.35131648,0.0467939702740339,,,,,,
ACTG1,NDRG1,ATF3,FIS1,Complex,DecreaseAmount,DecreaseAmount,0.9978,0.923,0.982,2,3,3,-0.23787305,0.0440931616954747,,,,,,
ACTG1,PPP1CB,IL1B,NUDCD3,Complex,DecreaseAmount,IncreaseAmount,0.98,0.86,0.86,1,2,2,-0.5619451,0.0421883438911744,,,,,,
ACTG1,RBX1,MYC,NINJ1,Complex,Ubiquitination,IncreaseAmount,0.98,0.941,0.923,1,1,2,-0.8572226,0.0395938917729723,,,,,,
ACTG1,PSEN2,NOTCH1,NSA2,Complex,Inhibition,DecreaseAmount,0.98,0.8775,0.89,1,1,1,-0.2592638,0.0354904630969012,,,,,,
ACTG1,RBX1,MYC,SMARCC1,Complex,Ubiquitination,DecreaseAmount,0.98,0.941,0.79,1,1,1,-0.5251482,0.0334298287686904,,,,,,
ACTG1,RBX1,MYC,RNF115,Complex,Ubiquitination,DecreaseAmount,0.98,0.941,0.95,1,1,2,-0.5892528,0.0328787263607301,,,,,,
ACTG1,MYC,ATF6,TMED3,Complex,Complex,DecreaseAmount,0.98,0.8775,0.79,1,2,1,-0.42406076,0.0261870835066003,,,,,,
ACTG1,CDK2,FOXO4,SEC62,Complex,Phosphorylation,DecreaseAmount,0.98,0.941,0.79,1,1,1,-0.39476588,0.0215467261912839,,,,,,
ACTG1,POU5F1,POU2F1,PAM,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.66574717,0.0155694003308329,,,,,,
ACTG1,PPP1CC,RELA,SULF2,Complex,Phosphorylation,DecreaseAmount,0.9899,0.86,0.9825,2,2,3,-0.63845754,0.0136435925666092,,,,,,
ACTG1,MYC,PITX2,ORAI1,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.64223826,0.0135445974138958,,,,,,
ACTG1,MYC,PPARA,SRPX2,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.7544576,0.0135401631338793,,,,,,
ACTG1,PLEC,ETS1,GLTP,Complex,Complex,DecreaseAmount,0.89,0.98,0.79,1,1,1,-0.5267288,0.0131906332810955,,,,,,
ACTG1,PLD1,PRL,RUVBL1,Complex,IncreaseAmount,IncreaseAmount,0.998889,0.8775,0.86,3,2,2,-0.4866812,0.0120567666068548,,,,,,
ACTG1,RBX1,RB1,HSP90AA1,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.95,1,2,2,-0.19314718,0.0117004371266323,,,,,,
ACTG1,POU5F1,NRF1,STAG2,Complex,Complex,DecreaseAmount,0.98,0.94757,0.79,1,5,1,-0.6357412,0.0111074246489307,,,,,,
ACTG1,POU5F1,YY1,HIGD2A,Complex,Complex,DecreaseAmount,0.98,0.9972510951,0.95,1,10,2,-0.36818835,0.0110480439098825,,,,,,
ACSS2,CREBBP,ONECUT1,PFN2,Complex,Complex,DecreaseAmount,0.86,0.99997005855,0.79,2,7,1,0.44229996,0.0020445333390987,,,,,,
ACSS2,CREBBP,ODC1,OAZ1,Complex,IncreaseAmount,DecreaseAmount,0.86,0.982,0.86,2,3,2,0.2203626,0.0026462496911101,,,,,,
ACSS2,SNAI1,PAX2,P4HA2,DecreaseAmount,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,0.5885012,0.0028053696706409,,,,,,
ACSS2,IRF4,PAX5,POLR1D,Acetylation,DecreaseAmount,DecreaseAmount,0.9419,0.86,0.95,1,2,2,0.3882811,0.0074984699783191,,,,,,
ACSS2,UPF1,MYOD1,RAC2,Complex,Inhibition,DecreaseAmount,0.9978,0.9499940951,0.79,2,10,1,0.40512648,0.0080408097372113,,,,,,
ACSS2,EPAS1,PRKD1,CTTN,Deacetylation,Complex,DecreaseAmount,0.86,0.89,0.86,2,1,2,0.45955718,0.0089007481748323,,,,,,
ACSS2,SNAI1,MYCN,TIMM10,DecreaseAmount,IncreaseAmount,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.48337972,0.009982340763482,,,,,,
ACSS2,CREBBP,NF1,UBXN1,Complex,Complex,DecreaseAmount,0.86,0.98922,0.79,2,5,1,0.35592362,0.0104237368632854,,,,,,
ACSS2,CREBBP,MYB,COQ10B,Complex,Activation,DecreaseAmount,0.86,0.89,0.79,2,1,1,0.6442505,0.0136182111853198,,,,,,
ACSS2,NFE2L2,BACH1,EMP3,Complex,Complex,DecreaseAmount,0.923,0.86,0.79,3,2,1,0.2001694,0.0138343089332886,,,,,,
ACSS2,NFE2L2,RARA,SCD,Complex,Complex,IncreaseAmount,0.923,0.998982849746195,0.89,3,14,1,0.29145512,0.0147165748704929,,,,,,
ACSS2,NFE2L2,PITX2,RASIP1,Complex,Activation,DecreaseAmount,0.923,0.8775,0.79,3,2,1,0.5322298,0.017749979571736,,,,,,
ACSS2,CREBBP,NF1,HIP1,Complex,Complex,DecreaseAmount,0.86,0.98922,0.95,2,5,2,0.812617,0.0192985431856936,,,,,,
ACSS2,EPAS1,CSF1,PRXL2A,Deacetylation,IncreaseAmount,IncreaseAmount,0.86,0.923,0.94757,2,3,5,0.28710032,0.0197295079866895,,,,,,
ACSS2,NFE2L2,NOTCH1,USP7,Complex,Inhibition,IncreaseAmount,0.923,0.8775,0.923,3,2,2,0.6112618,0.0214217932016291,,,,,,
ACSS2,SNAI1,PAX2,MRPL27,DecreaseAmount,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,0.39516342,0.0229378324076923,,,,,,
ACSS2,NFE2L2,FOXO4,KDM5A,Complex,Complex,DecreaseAmount,0.923,0.951,0.79,3,3,1,0.40676948,0.0234272261408695,,,,,,
ACSS2,NFE2L2,RBX1,EIF3F,Complex,Complex,DecreaseAmount,0.923,0.86,0.941,3,2,1,0.26459682,0.0237610750664703,,,,,,
ACSS2,CREBBP,RB1,AKAP13,Complex,Complex,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.49230015,0.024332575713214,,,,,,
ACSS2,SNAI1,AURKA,AURKAIP1,DecreaseAmount,Complex,IncreaseAmount,0.86,0.98922,0.941,2,5,1,0.25384417,0.0252966151111409,,,,,,
ACSS2,NFE2L2,BACH1,NTN4,Complex,Complex,DecreaseAmount,0.923,0.86,0.79,3,2,1,0.48966426,0.0269624947593584,,,,,,
ACSS2,TNFSF10,BIRC2,CSE1L,IncreaseAmount,Complex,DecreaseAmount,0.86,0.86,0.941,2,2,1,0.43029392,0.0277011598367029,,,,,,
ACSS2,TNFSF10,PAWR,MYL9,IncreaseAmount,IncreaseAmount,DecreaseAmount,0.86,0.86,0.86,2,2,1,0.49796578,0.0277806177097914,,,,,,
ACSS2,NFE2L2,PITX2,NT5C,Complex,Activation,DecreaseAmount,0.923,0.8775,0.79,3,2,1,0.4272642,0.0281808615124695,,,,,,
ACSS2,NFE2L2,IL4,CHID1,Complex,Activation,IncreaseAmount,0.923,0.94757,0.992969382,3,5,9,0.37850657,0.0296584767185135,,,,,,
ACSS2,CREBBP,MTF1,TMEM50B,Complex,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,0.42278016,0.0321496689150899,,,,,,
ACSS2,NFE2L2,ATF4,KIF9,Complex,Complex,DecreaseAmount,0.923,0.86,0.79,3,2,1,0.41535747,0.0333459129778738,,,,,,
ACSS2,NFE2L2,NFE2L1,MEF2A,Complex,Inhibition,IncreaseAmount,0.923,0.94993439,0.86,3,8,1,0.4429915,0.0338035673999494,,,,,,
ACSS2,NFE2L2,NFE2,VAPA,Complex,Complex,DecreaseAmount,0.923,0.99994071,0.79,3,6,1,0.2641609,0.0348717598553204,,,,,,
ACSS2,NFE2L2,IGF1,LARP6,Complex,Activation,IncreaseAmount,0.923,0.923,0.9955263,3,3,7,0.4594784,0.0356499398085684,,,,,,
ACSS2,NFE2L2,BACH1,EEF1A1,Complex,Complex,DecreaseAmount,0.923,0.86,0.79,3,2,1,0.048087835,0.0387182599314811,,,,,,
ACSS2,NFE2L2,ATF4,GARS,Complex,Complex,IncreaseAmount,0.923,0.86,0.941,3,2,1,0.33096755,0.0389065737529657,,,,,,
ACSS2,LAMP1,NFE2L2,PSMD2,IncreaseAmount,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.30768487,0.0409898004808781,,,,,,
